"User_ID","Age","Gender","Location","Income","Interests","Last_Login_Days_Ago","Purchase_Frequency","Average_Order_Value","Total_Spending","Product_Category_Preference","Time_Spent_on_Site_Minutes","Pages_Viewed","Newsletter_Subscription","RFM_score","Recency","Frequency","Monetary","customer_segment","macro_segment"
"216","61","Male","Urban","94618","Food","24","18","248.06","4465","Apparel","122","35","False","12","24","18","4465","重要深耕客户","重要客户"
"217","43","Male","Suburban","68817","Food","1","5","678.2","3391","Home & Kitchen","41","11","True","12","1","5","3391","重要深耕客户","重要客户"
"218","49","Female","Suburban","119680","Technology","29","2","1781","3562","Apparel","167","44","True","8","29","2","3562","潜力客户","潜力客户"
"219","23","Male","Rural","9489","Food","25","3","642.67","1928","Home & Kitchen","23","4","False","5","25","3","1928","一般维持客户","一般客户"
"220","49","Male","Suburban","40725","Food","22","9","320.67","2886","Books","279","25","False","10","22","9","2886","重要挽留客户","重要客户"
"221","21","Female","Suburban","119156","Sports","16","7","450.71","3155","Health & Beauty","469","48","False","10","16","7","3155","重要挽留客户","重要客户"
"222","28","Male","Rural","37276","Sports","9","8","283.75","2270","Apparel","400","32","True","10","9","8","2270","重要挽留客户","重要客户"
"223","34","Male","Suburban","57799","Technology","19","1","4508","4508","Books","9","20","False","8","19","1","4508","潜力客户","潜力客户"
"224","55","Male","Rural","396","Fashion","12","5","99.4","497","Home & Kitchen","13","31","True","7","12","5","497","新客户","一般客户"
"225","41","Male","Rural","12508","Technology","19","3","550.33","1651","Apparel","52","4","True","6","19","3","1651","一般维持客户","一般客户"
"226","22","Male","Suburban","74884","Technology","22","3","861.67","2585","Apparel","209","38","True","7","22","3","2585","新客户","一般客户"
"227","51","Male","Suburban","66777","Travel","9","17","147.71","2511","Books","550","47","True","12","9","17","2511","重要深耕客户","重要客户"
"228","23","Female","Urban","7621","Travel","7","5","784.4","3922","Apparel","402","1","False","13","7","5","3922","重要唤回客户","核心客户"
"229","39","Female","Rural","8905","Technology","14","2","696","1392","Health & Beauty","191","3","True","6","14","2","1392","一般维持客户","一般客户"
"230","28","Male","Urban","138087","Technology","29","1","2759","2759","Health & Beauty","51","37","True","6","29","1","2759","一般维持客户","一般客户"
"231","33","Male","Suburban","83134","Technology","19","2","1997","3994","Books","393","22","False","9","19","2","3994","潜力客户","潜力客户"
"232","50","Female","Urban","119965","Food","19","3","1074.67","3224","Home & Kitchen","300","17","True","8","19","3","3224","潜力客户","潜力客户"
"233","26","Male","Rural","36938","Travel","2","1","885","885","Books","196","14","False","7","2","1","885","新客户","一般客户"
"234","23","Male","Urban","9288","Technology","9","2","1830.5","3661","Health & Beauty","417","41","True","11","9","2","3661","重要深耕客户","重要客户"
"235","33","Male","Rural","14962","Sports","13","9","3.11","28","Electronics","420","35","False","9","13","9","28","潜力客户","潜力客户"
"236","46","Female","Suburban","76744","Sports","15","7","434.43","3041","Electronics","522","13","True","10","15","7","3041","重要挽留客户","重要客户"
"237","20","Male","Suburban","119947","Food","3","13","203.54","2646","Apparel","356","35","True","13","3","13","2646","重要唤回客户","核心客户"
"238","37","Female","Rural","37614","Food","11","17","102.35","1740","Apparel","148","43","False","11","11","17","1740","重要深耕客户","重要客户"
"239","53","Male","Suburban","53436","Fashion","21","1","2159","2159","Electronics","365","2","True","6","21","1","2159","一般维持客户","一般客户"
"240","36","Female","Suburban","44322","Fashion","14","10","301.6","3016","Health & Beauty","364","47","True","11","14","10","3016","重要深耕客户","重要客户"
"241","43","Female","Suburban","82962","Fashion","25","8","238.13","1905","Apparel","402","13","False","6","25","8","1905","一般维持客户","一般客户"
"242","20","Male","Suburban","115459","Food","8","20","155.65","3113","Books","492","16","True","13","8","20","3113","重要唤回客户","核心客户"
"243","36","Female","Rural","25790","Food","18","20","109.9","2198","Books","229","18","True","11","18","20","2198","重要深耕客户","重要客户"
"244","37","Male","Urban","60105","Food","19","15","91.07","1366","Health & Beauty","575","7","False","9","19","15","1366","潜力客户","潜力客户"
"245","49","Female","Urban","16661","Sports","16","8","506.63","4053","Apparel","537","45","False","12","16","8","4053","重要深耕客户","重要客户"
"246","24","Male","Suburban","76804","Food","2","4","834","3336","Books","268","36","False","11","2","4","3336","重要深耕客户","重要客户"
"247","58","Male","Urban","88263","Sports","8","5","933.4","4667","Apparel","405","41","False","12","8","5","4667","重要深耕客户","重要客户"
"248","50","Female","Urban","33360","Fashion","22","7","357.71","2504","Apparel","11","30","False","8","22","7","2504","潜力客户","潜力客户"
"249","57","Male","Suburban","57971","Fashion","6","1","1762","1762","Books","320","42","True","8","6","1","1762","潜力客户","潜力客户"
"250","56","Male","Suburban","64029","Fashion","12","10","302.7","3027","Electronics","126","41","False","12","12","10","3027","重要深耕客户","重要客户"
"251","35","Female","Urban","134427","Technology","15","1","7807","7807","Books","306","7","True","9","15","1","7807","潜力客户","潜力客户"
"252","57","Male","Rural","27","Technology","25","1","2314","2314","Health & Beauty","511","15","False","5","25","1","2314","一般维持客户","一般客户"
"253","18","Male","Suburban","110233","Travel","8","5","431.4","2157","Home & Kitchen","89","40","True","10","8","5","2157","重要挽留客户","重要客户"
"254","28","Female","Rural","33674","Travel","4","16","56.38","902","Books","355","19","True","11","4","16","902","重要深耕客户","重要客户"
"255","45","Female","Urban","88203","Travel","15","1","3544","3544","Apparel","352","43","False","8","15","1","3544","潜力客户","潜力客户"
"256","42","Male","Suburban","58386","Technology","28","1","4626","4626","Apparel","14","37","True","7","28","1","4626","新客户","一般客户"
"257","40","Male","Rural","26412","Technology","20","3","890.33","2671","Books","257","2","True","7","20","3","2671","新客户","一般客户"
"258","48","Female","Suburban","54328","Travel","25","2","1107.5","2215","Home & Kitchen","209","42","False","5","25","2","2215","一般维持客户","一般客户"
"259","47","Female","Urban","6708","Travel","17","10","365.6","3656","Books","281","48","False","12","17","10","3656","重要深耕客户","重要客户"
"260","59","Male","Rural","24155","Food","13","14","115.93","1623","Home & Kitchen","443","13","False","11","13","14","1623","重要深耕客户","重要客户"
"261","52","Female","Urban","54833","Travel","18","8","430.88","3447","Home & Kitchen","389","40","False","11","18","8","3447","重要深耕客户","重要客户"
"262","24","Male","Urban","73298","Food","2","19","15.11","287","Health & Beauty","483","41","True","11","2","19","287","重要深耕客户","重要客户"
"263","33","Male","Suburban","85440","Sports","13","5","693.4","3467","Apparel","147","43","True","11","13","5","3467","重要深耕客户","重要客户"
"264","43","Male","Rural","37773","Technology","13","2","608.5","1217","Apparel","279","43","True","7","13","2","1217","新客户","一般客户"
"265","19","Male","Urban","128117","Travel","22","16","108","1728","Home & Kitchen","521","31","True","9","22","16","1728","潜力客户","潜力客户"
"266","18","Male","Urban","74950","Technology","15","1","9365","9365","Apparel","434","16","True","9","15","1","9365","潜力客户","潜力客户"
"267","29","Female","Rural","17234","Technology","20","1","2036","2036","Electronics","144","42","True","6","20","1","2036","一般维持客户","一般客户"
"268","22","Female","Urban","4627","Technology","29","2","4405","8810","Home & Kitchen","289","44","False","8","29","2","8810","潜力客户","潜力客户"
"269","54","Female","Urban","66135","Sports","27","8","491.88","3935","Apparel","386","6","True","10","27","8","3935","重要挽留客户","重要客户"
"270","49","Female","Rural","19723","Fashion","10","5","227.2","1136","Electronics","14","28","True","9","10","5","1136","潜力客户","潜力客户"
"271","26","Male","Rural","21340","Travel","29","11","74.82","823","Health & Beauty","257","32","True","6","29","11","823","一般维持客户","一般客户"
"272","58","Male","Rural","1924","Fashion","3","1","1027","1027","Apparel","346","44","False","7","3","1","1027","新客户","一般客户"
"273","52","Male","Rural","34866","Fashion","19","4","73","292","Electronics","345","10","False","5","19","4","292","一般维持客户","一般客户"
"274","36","Male","Suburban","84132","Fashion","3","2","943","1886","Books","400","18","False","8","3","2","1886","潜力客户","潜力客户"
"275","33","Female","Rural","1821","Technology","22","2","509.5","1019","Books","207","4","False","4","22","2","1019","流失客户","流失客户"
"276","20","Male","Suburban","102782","Food","14","12","282","3384","Electronics","172","9","True","11","14","12","3384","重要深耕客户","重要客户"
"277","37","Male","Suburban","117179","Technology","8","2","1445.5","2891","Home & Kitchen","464","7","True","10","8","2","2891","重要挽留客户","重要客户"
"278","41","Female","Suburban","64928","Technology","27","1","2887","2887","Home & Kitchen","270","8","True","6","27","1","2887","一般维持客户","一般客户"
"279","50","Female","Urban","61295","Fashion","23","2","1423","2846","Apparel","221","43","False","8","23","2","2846","潜力客户","潜力客户"
"280","41","Female","Suburban","112125","Technology","4","2","1938.5","3877","Books","152","7","True","12","4","2","3877","重要深耕客户","重要客户"
"281","28","Female","Suburban","68954","Fashion","27","1","2926","2926","Home & Kitchen","183","41","True","6","27","1","2926","一般维持客户","一般客户"
"282","25","Male","Urban","105333","Food","28","14","40.21","563","Home & Kitchen","399","40","True","7","28","14","563","新客户","一般客户"
"283","53","Male","Urban","57321","Travel","20","9","65","585","Books","72","3","False","7","20","9","585","新客户","一般客户"
"284","55","Female","Urban","54872","Fashion","11","1","1065","1065","Health & Beauty","418","17","False","7","11","1","1065","新客户","一般客户"
"285","57","Male","Rural","29627","Food","26","4","258","1032","Home & Kitchen","283","2","False","4","26","4","1032","流失客户","流失客户"
"286","37","Male","Urban","82794","Travel","11","6","524.5","3147","Electronics","74","15","True","11","11","6","3147","重要深耕客户","重要客户"
"287","52","Male","Urban","90282","Sports","27","6","706","4236","Apparel","355","46","True","9","27","6","4236","潜力客户","潜力客户"
"288","42","Female","Suburban","64151","Fashion","11","7","451","3157","Home & Kitchen","497","29","True","11","11","7","3157","重要深耕客户","重要客户"
"289","52","Male","Urban","24636","Fashion","2","2","1815.5","3631","Home & Kitchen","328","48","True","12","2","2","3631","重要深耕客户","重要客户"
"290","42","Female","Rural","4458","Sports","17","5","482.4","2412","Health & Beauty","535","22","False","9","17","5","2412","潜力客户","潜力客户"
"291","46","Male","Urban","57849","Sports","9","2","760.5","1521","Electronics","580","4","True","7","9","2","1521","新客户","一般客户"
"292","35","Male","Rural","27445","Fashion","28","7","198.71","1391","Apparel","447","6","False","6","28","7","1391","一般维持客户","一般客户"
"293","63","Male","Urban","63809","Sports","28","14","243.64","3411","Home & Kitchen","373","38","True","10","28","14","3411","重要挽留客户","重要客户"
"294","35","Female","Urban","20620","Technology","2","1","4655","4655","Apparel","362","26","False","11","2","1","4655","重要深耕客户","重要客户"
"295","19","Male","Urban","77149","Travel","29","15","111.47","1672","Books","93","11","True","8","29","15","1672","潜力客户","潜力客户"
"296","52","Female","Urban","20660","Travel","24","1","2276","2276","Home & Kitchen","321","26","True","6","24","1","2276","一般维持客户","一般客户"
"297","33","Female","Rural","7540","Travel","15","7","157.43","1102","Home & Kitchen","324","17","False","8","15","7","1102","潜力客户","潜力客户"
"298","58","Female","Rural","14088","Technology","16","1","348","348","Books","384","24","False","5","16","1","348","一般维持客户","一般客户"
"299","53","Male","Suburban","86169","Sports","25","4","634","2536","Health & Beauty","575","28","True","6","25","4","2536","一般维持客户","一般客户"
"300","50","Male","Rural","1474","Food","4","3","15.67","47","Home & Kitchen","346","35","True","8","4","3","47","潜力客户","潜力客户"
"301","21","Male","Urban","87815","Sports","8","14","263.36","3687","Apparel","103","31","True","14","8","14","3687","重要价值客户","核心客户"
"302","50","Male","Suburban","48511","Fashion","9","3","749.33","2248","Electronics","215","13","False","9","9","3","2248","潜力客户","潜力客户"
"303","31","Female","Suburban","108974","Travel","26","11","198.55","2184","Apparel","192","35","True","8","26","11","2184","潜力客户","潜力客户"
"304","38","Female","Suburban","106493","Sports","26","2","1790.5","3581","Health & Beauty","194","16","False","8","26","2","3581","潜力客户","潜力客户"
"305","37","Female","Urban","63028","Food","5","20","119.25","2385","Electronics","380","15","True","13","5","20","2385","重要唤回客户","核心客户"
"306","25","Male","Rural","33495","Fashion","16","6","45","270","Apparel","403","43","True","7","16","6","270","新客户","一般客户"
"307","24","Female","Urban","5496","Technology","13","1","8472","8472","Apparel","11","18","True","10","13","1","8472","重要挽留客户","重要客户"
"308","20","Male","Suburban","60191","Technology","7","1","4148","4148","Books","187","47","True","11","7","1","4148","重要深耕客户","重要客户"
"309","34","Female","Urban","61940","Food","26","18","72.28","1301","Health & Beauty","15","37","False","8","26","18","1301","潜力客户","潜力客户"
"310","50","Male","Urban","6650","Fashion","20","3","625","1875","Books","297","48","False","6","20","3","1875","一般维持客户","一般客户"
"311","29","Male","Rural","38128","Travel","17","18","25.06","451","Electronics","411","48","True","9","17","18","451","潜力客户","潜力客户"
"312","39","Female","Rural","19988","Sports","3","13","28.54","371","Books","585","49","True","11","3","13","371","重要深耕客户","重要客户"
"313","39","Female","Suburban","83701","Fashion","5","7","370","2590","Health & Beauty","52","41","True","11","5","7","2590","重要深耕客户","重要客户"
"314","63","Female","Urban","53890","Technology","19","1","6581","6581","Home & Kitchen","28","27","False","8","19","1","6581","潜力客户","潜力客户"
"315","47","Female","Urban","131855","Food","12","12","305.5","3666","Home & Kitchen","577","35","True","14","12","12","3666","重要价值客户","核心客户"
"316","55","Male","Rural","33957","Food","29","18","7.22","130","Electronics","17","45","False","7","29","18","130","新客户","一般客户"
"317","55","Female","Urban","105047","Sports","27","11","428.45","4713","Home & Kitchen","351","35","False","10","27","11","4713","重要挽留客户","重要客户"
"318","62","Female","Urban","146176","Food","7","11","221.91","2441","Books","428","28","False","12","7","11","2441","重要深耕客户","重要客户"
"319","25","Female","Urban","139466","Food","28","19","46.32","880","Electronics","229","39","False","7","28","19","880","新客户","一般客户"
"320","44","Male","Rural","4216","Fashion","9","1","17","17","Health & Beauty","210","38","True","6","9","1","17","一般维持客户","一般客户"
"321","44","Male","Suburban","111295","Travel","28","11","222.09","2443","Electronics","431","9","True","8","28","11","2443","潜力客户","潜力客户"
"322","51","Female","Suburban","47583","Sports","6","15","215.27","3229","Electronics","294","12","False","14","6","15","3229","重要价值客户","核心客户"
"323","38","Male","Urban","46801","Fashion","29","6","401.67","2410","Apparel","582","15","True","7","29","6","2410","新客户","一般客户"
"324","47","Female","Suburban","118478","Travel","26","6","498.5","2991","Apparel","104","21","True","8","26","6","2991","潜力客户","潜力客户"
"325","50","Male","Rural","3059","Fashion","17","5","171.2","856","Electronics","204","35","True","7","17","5","856","新客户","一般客户"
"326","45","Male","Rural","12196","Fashion","16","7","31.43","220","Home & Kitchen","53","42","False","7","16","7","220","新客户","一般客户"
"327","64","Male","Suburban","63084","Food","23","15","246.4","3696","Apparel","375","33","True","12","23","15","3696","重要深耕客户","重要客户"
"328","50","Male","Suburban","67722","Travel","3","9","260.11","2341","Health & Beauty","54","19","True","12","3","9","2341","重要深耕客户","重要客户"
"329","22","Female","Urban","74647","Sports","21","11","152.82","1681","Books","276","23","True","8","21","11","1681","潜力客户","潜力客户"
"330","36","Female","Suburban","106856","Sports","26","7","394.71","2763","Apparel","335","13","True","8","26","7","2763","潜力客户","潜力客户"
"331","21","Female","Urban","63538","Travel","4","10","324.7","3247","Electronics","31","44","True","13","4","10","3247","重要唤回客户","核心客户"
"332","52","Male","Urban","133329","Food","10","11","247.82","2726","Home & Kitchen","135","1","True","11","10","11","2726","重要深耕客户","重要客户"
"333","34","Female","Rural","15629","Technology","5","3","114.33","343","Books","58","29","True","8","5","3","343","潜力客户","潜力客户"
"334","61","Female","Rural","29986","Fashion","21","1","15","15","Apparel","105","24","True","4","21","1","15","流失客户","流失客户"
"335","45","Female","Rural","6751","Food","22","4","529","2116","Home & Kitchen","266","16","True","7","22","4","2116","新客户","一般客户"
"336","47","Male","Rural","15255","Travel","10","2","108","216","Home & Kitchen","522","25","True","6","10","2","216","一般维持客户","一般客户"
"337","46","Male","Suburban","114052","Fashion","12","9","258.78","2329","Home & Kitchen","496","23","False","11","12","9","2329","重要深耕客户","重要客户"
"338","63","Male","Rural","3258","Sports","10","3","452.67","1358","Electronics","253","28","True","8","10","3","1358","潜力客户","潜力客户"
"339","23","Female","Suburban","68965","Technology","29","1","2565","2565","Health & Beauty","295","47","False","5","29","1","2565","一般维持客户","一般客户"
"340","52","Female","Rural","14844","Sports","13","2","158.5","317","Home & Kitchen","158","16","True","6","13","2","317","一般维持客户","一般客户"
"341","58","Female","Suburban","60565","Travel","11","17","118.59","2016","Books","549","43","False","12","11","17","2016","重要深耕客户","重要客户"
"342","54","Male","Urban","48446","Fashion","22","7","324.14","2269","Apparel","67","38","False","8","22","7","2269","潜力客户","潜力客户"
"343","41","Male","Suburban","44838","Travel","16","14","154.14","2158","Books","299","11","True","11","16","14","2158","重要深耕客户","重要客户"
"344","46","Female","Suburban","79389","Fashion","8","8","241.88","1935","Electronics","463","3","False","9","8","8","1935","潜力客户","潜力客户"
"345","63","Male","Rural","5122","Food","8","20","65.4","1308","Electronics","101","15","False","11","8","20","1308","重要深耕客户","重要客户"
"346","48","Male","Suburban","71819","Technology","27","2","1830.5","3661","Books","56","1","False","8","27","2","3661","潜力客户","潜力客户"
"347","52","Male","Urban","51406","Food","25","7","46.29","324","Health & Beauty","332","7","True","5","25","7","324","一般维持客户","一般客户"
"348","50","Male","Urban","112136","Food","8","6","490.17","2941","Electronics","393","1","False","11","8","6","2941","重要深耕客户","重要客户"
"349","38","Female","Rural","22405","Travel","13","8","128.38","1027","Electronics","381","49","False","8","13","8","1027","潜力客户","潜力客户"
"350","49","Male","Urban","108862","Technology","27","2","1988","3976","Books","92","32","True","8","27","2","3976","潜力客户","潜力客户"
"351","40","Male","Suburban","89128","Fashion","2","10","262.5","2625","Electronics","447","9","False","12","2","10","2625","重要深耕客户","重要客户"
"352","50","Male","Urban","63896","Fashion","12","6","426","2556","Health & Beauty","109","29","False","10","12","6","2556","重要挽留客户","重要客户"
"353","20","Male","Rural","36005","Sports","10","3","648.33","1945","Health & Beauty","317","26","False","8","10","3","1945","潜力客户","潜力客户"
"354","35","Female","Suburban","80567","Fashion","12","4","588","2352","Health & Beauty","168","23","True","9","12","4","2352","潜力客户","潜力客户"
"355","42","Female","Rural","2615","Travel","11","10","177","1770","Apparel","435","45","False","10","11","10","1770","重要挽留客户","重要客户"
"356","59","Male","Suburban","67523","Food","15","4","833.25","3333","Health & Beauty","442","43","True","9","15","4","3333","潜力客户","潜力客户"
"357","48","Male","Urban","148987","Food","16","8","465.88","3727","Health & Beauty","218","29","False","12","16","8","3727","重要深耕客户","重要客户"
"358","20","Male","Rural","32902","Food","17","8","274.88","2199","Apparel","222","38","False","9","17","8","2199","潜力客户","潜力客户"
"359","57","Male","Rural","38563","Technology","26","2","1142","2284","Home & Kitchen","528","33","False","5","26","2","2284","一般维持客户","一般客户"
"360","63","Male","Suburban","113187","Fashion","2","2","1386.5","2773","Electronics","278","7","False","11","2","2","2773","重要深耕客户","重要客户"
"361","41","Male","Rural","10162","Travel","18","11","125.73","1383","Health & Beauty","569","12","True","9","18","11","1383","潜力客户","潜力客户"
"362","49","Female","Suburban","55041","Technology","12","1","2978","2978","Electronics","574","31","False","9","12","1","2978","潜力客户","潜力客户"
"363","64","Male","Suburban","69589","Sports","19","7","399.57","2797","Books","466","32","True","9","19","7","2797","潜力客户","潜力客户"
"364","39","Female","Suburban","100072","Travel","26","5","488.2","2441","Electronics","584","20","False","7","26","5","2441","新客户","一般客户"
"365","40","Female","Suburban","101205","Travel","23","19","149.79","2846","Apparel","30","17","True","11","23","19","2846","重要深耕客户","重要客户"
"366","19","Male","Urban","69677","Travel","18","3","88.67","266","Electronics","359","36","False","6","18","3","266","一般维持客户","一般客户"
"367","44","Female","Suburban","110958","Food","17","18","154.17","2775","Electronics","288","3","False","12","17","18","2775","重要深耕客户","重要客户"
"368","59","Female","Rural","30263","Travel","6","19","65.95","1253","Electronics","86","1","True","12","6","19","1253","重要深耕客户","重要客户"
"369","19","Female","Urban","71153","Fashion","25","5","363.8","1819","Home & Kitchen","234","27","True","6","25","5","1819","一般维持客户","一般客户"
"370","43","Female","Rural","21323","Travel","15","18","102.78","1850","Home & Kitchen","313","47","True","10","15","18","1850","重要挽留客户","重要客户"
"371","34","Female","Urban","111227","Food","3","15","56.2","843","Books","365","40","True","11","3","15","843","重要深耕客户","重要客户"
"372","57","Female","Suburban","115354","Travel","6","1","2237","2237","Apparel","269","33","False","9","6","1","2237","潜力客户","潜力客户"
"373","50","Male","Urban","144539","Sports","3","7","492","3444","Electronics","131","20","True","12","3","7","3444","重要深耕客户","重要客户"
"374","26","Female","Urban","124912","Sports","29","5","354","1770","Electronics","351","14","True","6","29","5","1770","一般维持客户","一般客户"
"375","60","Female","Rural","16575","Food","1","2","754","1508","Electronics","180","36","True","8","1","2","1508","潜力客户","潜力客户"
"376","56","Female","Rural","11348","Fashion","13","9","123.33","1110","Electronics","480","5","False","10","13","9","1110","重要挽留客户","重要客户"
"377","46","Male","Suburban","87027","Fashion","28","5","622","3110","Home & Kitchen","163","23","False","8","28","5","3110","潜力客户","潜力客户"
"378","59","Female","Urban","37170","Technology","21","1","9466","9466","Books","96","45","False","8","21","1","9466","潜力客户","潜力客户"
"379","43","Male","Urban","146747","Food","26","10","440","4400","Health & Beauty","510","15","False","10","26","10","4400","重要挽留客户","重要客户"
"380","52","Female","Urban","14910","Travel","14","3","1042","3126","Apparel","365","6","True","9","14","3","3126","潜力客户","潜力客户"
"381","42","Male","Suburban","88605","Food","13","11","253.45","2788","Electronics","353","33","False","12","13","11","2788","重要深耕客户","重要客户"
"382","41","Male","Suburban","90192","Technology","27","1","3570","3570","Books","436","19","True","7","27","1","3570","新客户","一般客户"
"383","30","Female","Suburban","80686","Food","4","19","149.79","2846","Health & Beauty","83","13","False","14","4","19","2846","重要价值客户","核心客户"
"384","24","Female","Suburban","48023","Food","7","20","134","2680","Books","225","29","True","13","7","20","2680","重要唤回客户","核心客户"
"385","53","Male","Suburban","50758","Technology","22","1","2730","2730","Home & Kitchen","412","6","True","6","22","1","2730","一般维持客户","一般客户"
"386","62","Female","Rural","16735","Fashion","10","4","1.5","6","Health & Beauty","118","15","True","7","10","4","6","新客户","一般客户"
"387","37","Male","Urban","5330","Travel","7","17","210.88","3585","Books","482","16","True","15","7","17","3585","重要价值客户","核心客户"
"388","18","Male","Urban","149055","Technology","21","1","259","259","Home & Kitchen","192","24","True","4","21","1","259","流失客户","流失客户"
"389","25","Male","Urban","53573","Sports","15","9","365.67","3291","Books","591","23","False","11","15","9","3291","重要深耕客户","重要客户"
"390","63","Male","Urban","94618","Fashion","15","8","555","4440","Books","590","48","True","12","15","8","4440","重要深耕客户","重要客户"
"391","33","Male","Urban","44305","Sports","4","9","542.89","4886","Health & Beauty","107","10","True","14","4","9","4886","重要价值客户","核心客户"
"392","31","Female","Urban","143002","Fashion","23","4","1139","4556","Home & Kitchen","382","41","True","9","23","4","4556","潜力客户","潜力客户"
"393","29","Male","Urban","127110","Travel","23","13","274.23","3565","Electronics","390","41","True","12","23","13","3565","重要深耕客户","重要客户"
"394","40","Male","Urban","8274","Travel","6","2","1282.5","2565","Apparel","244","49","False","9","6","2","2565","潜力客户","潜力客户"
"395","32","Female","Rural","38211","Food","24","7","350.57","2454","Health & Beauty","585","17","False","8","24","7","2454","潜力客户","潜力客户"
"396","45","Male","Urban","122328","Sports","20","5","381.6","1908","Home & Kitchen","468","49","True","7","20","5","1908","新客户","一般客户"
"397","51","Female","Rural","14070","Fashion","26","4","263","1052","Books","538","44","True","4","26","4","1052","流失客户","流失客户"
"398","19","Female","Suburban","66971","Travel","5","7","297.43","2082","Home & Kitchen","210","45","True","11","5","7","2082","重要深耕客户","重要客户"
"399","49","Female","Urban","88982","Technology","20","3","1543.67","4631","Apparel","73","30","True","9","20","3","4631","潜力客户","潜力客户"
"400","40","Male","Suburban","85163","Travel","12","2","1284.5","2569","Apparel","309","44","False","8","12","2","2569","潜力客户","潜力客户"
"401","39","Male","Suburban","116734","Technology","1","3","1193","3579","Electronics","590","46","False","12","1","3","3579","重要深耕客户","重要客户"
"402","42","Male","Suburban","85597","Fashion","28","8","218.5","1748","Electronics","186","10","True","6","28","8","1748","一般维持客户","一般客户"
"403","39","Female","Rural","33571","Travel","8","20","11.35","227","Apparel","253","19","True","10","8","20","227","重要挽留客户","重要客户"
"404","39","Male","Suburban","97776","Travel","1","9","238.56","2147","Health & Beauty","13","29","True","12","1","9","2147","重要深耕客户","重要客户"
"405","59","Female","Suburban","46295","Fashion","5","9","268.44","2416","Health & Beauty","299","2","True","12","5","9","2416","重要深耕客户","重要客户"
"406","23","Male","Suburban","89728","Travel","22","11","226.27","2489","Books","76","36","True","9","22","11","2489","潜力客户","潜力客户"
"407","32","Female","Urban","34252","Technology","6","2","1445","2890","Electronics","51","19","False","11","6","2","2890","重要深耕客户","重要客户"
"408","60","Male","Urban","57762","Travel","29","4","59.5","238","Books","149","7","False","4","29","4","238","流失客户","流失客户"
"409","54","Male","Rural","38767","Sports","21","2","656","1312","Electronics","122","26","True","5","21","2","1312","一般维持客户","一般客户"
"410","50","Male","Rural","6927","Food","3","12","162.08","1945","Apparel","211","15","False","11","3","12","1945","重要深耕客户","重要客户"
"411","25","Female","Urban","126477","Technology","15","1","5655","5655","Health & Beauty","280","47","False","9","15","1","5655","潜力客户","潜力客户"
"412","61","Female","Rural","13135","Sports","5","14","142.71","1998","Health & Beauty","538","38","False","12","5","14","1998","重要深耕客户","重要客户"
"413","61","Male","Urban","76761","Fashion","28","3","1458.33","4375","Apparel","156","3","True","8","28","3","4375","潜力客户","潜力客户"
"414","22","Male","Suburban","91886","Technology","24","2","1574","3148","Books","238","38","False","8","24","2","3148","潜力客户","潜力客户"
"415","56","Female","Suburban","90339","Food","14","4","777.75","3111","Books","376","16","False","9","14","4","3111","潜力客户","潜力客户"
"416","21","Female","Rural","27708","Food","18","3","312.33","937","Home & Kitchen","82","2","True","6","18","3","937","一般维持客户","一般客户"
"417","23","Female","Urban","88075","Fashion","16","9","454.11","4087","Electronics","492","31","False","12","16","9","4087","重要深耕客户","重要客户"
"418","62","Male","Urban","72605","Fashion","6","10","256.2","2562","Books","356","28","True","12","6","10","2562","重要深耕客户","重要客户"
"419","49","Female","Rural","23057","Technology","25","3","792.67","2378","Apparel","273","7","False","6","25","3","2378","一般维持客户","一般客户"
"420","47","Male","Urban","31620","Travel","24","11","279.09","3070","Books","580","30","True","9","24","11","3070","潜力客户","潜力客户"
"421","64","Female","Suburban","81072","Fashion","14","4","491.25","1965","Health & Beauty","44","43","True","7","14","4","1965","新客户","一般客户"
"422","52","Male","Rural","2185","Travel","27","6","24.17","145","Electronics","573","7","False","5","27","6","145","一般维持客户","一般客户"
"423","57","Female","Rural","39032","Sports","24","4","558.25","2233","Home & Kitchen","123","36","False","6","24","4","2233","一般维持客户","一般客户"
"424","33","Female","Urban","68502","Food","8","20","173.25","3465","Electronics","349","29","True","13","8","20","3465","重要唤回客户","核心客户"
"425","30","Female","Rural","9787","Travel","29","3","143.33","430","Health & Beauty","330","24","True","4","29","3","430","流失客户","流失客户"
"426","59","Female","Urban","106086","Food","7","11","452.36","4976","Health & Beauty","409","39","False","14","7","11","4976","重要价值客户","核心客户"
"427","47","Female","Urban","103094","Travel","8","13","70.85","921","Health & Beauty","323","4","False","10","8","13","921","重要挽留客户","重要客户"
"428","36","Male","Urban","47397","Sports","13","8","144.75","1158","Health & Beauty","111","29","False","9","13","8","1158","潜力客户","潜力客户"
"429","34","Female","Urban","111250","Fashion","6","6","64","384","Apparel","89","44","False","9","6","6","384","潜力客户","潜力客户"
"430","36","Female","Urban","83681","Sports","18","10","249.9","2499","Home & Kitchen","433","5","True","10","18","10","2499","重要挽留客户","重要客户"
"431","45","Female","Rural","39492","Fashion","2","2","689","1378","Health & Beauty","99","29","True","8","2","2","1378","潜力客户","潜力客户"
"432","43","Male","Suburban","93483","Fashion","8","5","406.2","2031","Health & Beauty","539","30","True","10","8","5","2031","重要挽留客户","重要客户"
"433","54","Female","Suburban","90355","Food","11","15","211.6","3174","Books","146","29","False","13","11","15","3174","重要唤回客户","核心客户"
